News	Category
স্মিথ–দ্যুতিতে ম্লান বেল ম্যাচ-সেরার পুরস্কার নিতে গিয়ে মুখে চওড়া হাসিতে বললেন, ‘এই গ্রীষ্মকে কখনোই ভুলব না!’ এখনো শেষ হয়নি অস্ট্রেলিয়ান গ্রীষ্ম। ত্রিদেশীয় সিরিজের ফাইনাল সামনে, এই গ্রীষ্মের সবচেয়ে বড় আকর্ষণ তো আছে বাকি—বিশ্বকাপ। কিন্তু এর মধ্যেই এত কিছু করে ফেলেছেন স্টিভেন স্মিথ, এই গ্রীষ্মকে ভুলবেন কী করে! বরং চাইবেন এই গ্রীষ্মকে আরও লম্বা করতে। বিশ্বকাপ শেষেও, আসছে শীত-বসন্তও একাকার হয়ে যাবে এই গ্রীষ্মে! স্বপ্নের মতো একটা টেস্ট সিরিজ কাটিয়েছেন ভারতের বিপক্ষে। ব্যাটে রানের ফল্গুধারা, হঠাৎ পাওয়া নেতৃত্বে ক্ষুরধার। ওয়ানডেতেও ছুটছিল স্মিথের রান-রথ। সাফল্যের রথ কাল পৌঁছে গেল নতুন ঠিকানায়। মন্থর ওভাররেটের খাঁড়ায় ঘরের মাঠে দর্শক জর্জ বেইলি। আবার টস করতে নামলেন স্মিথ। রঙিন পোশাকে প্রথমবার। নেতৃত্বের ভার যে তাঁর ব্যাটের ধার বাড়িয়ে দেয়, সেটির প্রমাণ তো টেস্টে দিয়েছেন। রঙিন পোশাকেও বুঝিয়ে দিলেন প্রথম সুযোগে। নেতৃত্বের প্রথম ওয়ানডেতেই অসাধারণ অপরাজিত সেঞ্চুরিতে দলকে এনে দিলেন দারুণ জয়। অস্ট্রেলিয়া উঠে গেল ফাইনালেও। মনে করিয়ে দেওয়া যেতে পারে, ৩ টেস্টে নেতৃত্ব দিয়ে সেঞ্চুরি করেছিলেন তিনটিতেই। টেস্ট-ওয়ানডে দুটিতেই নেতৃত্বের অভিষেকে সেঞ্চুরি করা প্রথম ক্রিকেটার স্মিথ! ইয়ান বেল তখন অনেকটাই আড়াল। অথচ দিনের প্রথম অংশের নায়ক ছিলেন তিনিই। ক্যারিয়ার-সেরা ইনিংস খেলার দিনে উঠে গেছেন দেশের রান-চূড়াতেও। ১২৫ বলে করেছেন ১৪১, ৫ রানের মাথায় দ্বিতীয় ইংলিশ হিসেবে ছুঁয়েছেন ওয়ানডেতে ৫ হাজার রান। পরে পল কলিংউডকেও (৫০৯২) ছাড়িয়ে উঠে গেছেন শীর্ষে (৫১৩৬)। কিন্তু বেলের জোড়া অর্জন ম্লান নেতা-ব্যাটসম্যান স্মিথের জোড়া ভূমিকায়। মঈন আলীর সঙ্গে উদ্বোধনী জুটিতেই ১১৩ রান তোলেন বেল। তৃতীয় উইকেটে জো রুটকে (৭০) নিয়ে গড়েছেন ১২১ রানের জুটি। ৪২তম ওভারে বেল ফেরার পর গতি হারায় ইংলিশ ইনিংস। ফকনার-স্টার্ক-সান্ধুর দারুণ বোলিংয়ে শেষ ১০ ওভারে ইংল্যান্ড তুলতে পারে মাত্র ৫৯! কয়েক বছর ধরেই অস্ট্রেলিয়ার সেরা ব্যাটিং উইকেট এই হোবার্টে। মাঠের দুই পাশও অন্যান্য ভেন্যুর তুলনায় অনেক ছোট। তিন শর বেশি রান তাড়া তার পরও সহজ নয় কখনোই। অস্ট্রেলিয়া আবার বিশ্রাম দিয়েছে ডেভিড ওয়ার্নারকে, চোটে নেই শেন ওয়াটসন। ক্লার্ক, মিচেল মার্শ তো আগে থেকেই নেই। কাল অস্ট্রেলিয়ার একাদশে চারজনই নেই বিশ্বকাপ দলে—শন মার্শ, ম​েয়জেস হেনরিকেস, গুরিন্দর সান্ধু ও ক্যামেরন হোয়াইট! মার্শ ও ফিঞ্চ ভালো শুরু এনে দেন অস্ট্রেলিয়াকে। মাঝে রান পেয়েছেন ম্যাক্সওয়েল-ফকনার, শেষ দিকে ২৯ বলে ৪২ হাডিন। একপাশে হাল ধরে দলকে তীরে পৌঁছে দিয়ে ফিরেছেন স্মিথ। স্টার স্পোর্টস। সং​িক্ষপ্ত স্কোর ইংল্যান্ড: ৫০ ওভারে ৩০৩/৮ (মঈন ৪৬, বেল ১৪১, টেলর ৫, রুট ৭০, মরগান ০, বাটলার ২৫, বোপারা ৫, ওকস ০, ব্রড ০*; সান্ধু ২/৪৯, হেনরিকেস ১/৩৪, ফকনার ১/৫৯, স্টার্ক ১/৬০, কামিন্স ১/৭৪)। অস্ট্রেলিয়া: ৪৯.৫ ওভারে ৩০৪/৭ (ফিঞ্চ ৩২, মার্শ ৪৫, স্মিথ ১০২*, হোয়াইট ০, ম্যাক্সওয়েল ৩৭, ফকনার ৩৫, হোয়াইট ৪২, হেনরিকেস ৪, স্টার্ক ১*, মঈন ২/৫০, ওকস ২/৫৮, ফিন ২/৬৫)। ফল: অস্ট্রেলিয়া ৩ উইকেটে জয়ী। ম্যান অব দ্য ম্যাচ: স্টিভেন স্মিথ।	1
সোহাগের সঙ্গে আজ আজমলও বিশ্বকাপ দলের ক্রিকেটাররা কাল যখন বিসিবিতে বুঝে নিচ্ছেন নিজেদের পোশাক-সরঞ্জাম, সোহাগ গাজী তখন বিমানবন্দরের পথে। আজ মাশরাফিরা উড়াল দেবেন বিশ্বকাপের চ্যালেঞ্জ জিততে। আর আজই সোহাগের ক্যারিয়ারের কঠিনতম পরীক্ষা। চেন্নাইয়ের শ্রীরামাচন্দ্র বিশ্ববিদ্যালয়ের ল্যাবে আজ সোহাগের বোলিং অ্যাকশনের পরীক্ষা। কাল বিকেলেই চেন্নাইয়ের উদ্দেশে ঢাকা ছেড়েছেন এই অফ স্পিনার। একই ল্যাবে আজ নিজেকে শুদ্ধ প্রমাণের পরীক্ষায় নামবেন পাকিস্তানি অফ স্পিনার সাঈদ আজমলও। গত আগস্টে ওয়েস্ট ইন্ডিজ সফরে প্রশ্নবিদ্ধ হয় সোহাগের বোলিং অ্যাকশন। পরে কার্ডিফে বোলিং অ্যাকশনের পরীক্ষায় সন্দেহটাই সত্যি প্রমাণিত হওয়ায় অক্টোবরের প্রথম সপ্তাহে আন্তর্জাতিক ক্রিকেটে নিষিদ্ধ হয় সোহাগের বোলিং। পরে স্পিন কোচ রুয়ান কালপাগের সঙ্গে অ্যাকশন শোধরানোর কাজ করেছেন সোহাগ। খুব বড় পরিবর্তন আনেননি অ্যাকশনে, ডেলিভারি স্ট্রাইড ও ল্যান্ডিং একটু বদলেছেন। সোহাগের বিশ্বাস, শুদ্ধ প্রমাণিত হবেন এবারের পরীক্ষায়, ‘অ্যাকশন নিয়ে যদি শতভাগ নিশ্চিত না হতাম, তাহলে পরীক্ষার আবেদনই করতাম না। আমি আশাবাদী, পরীক্ষা দিলেই ফিরতে পারব ক্রিকেটে।’ সোহাগের ধারণা, নিষিদ্ধ হওয়াটা শাপেবর হয়েছে তাঁর জন্য। একটু বদলে যাওয়া অ্যাকশনে কার্যকরী হবেন আরও, ‘সাচিত্রা সেনানায়েকের সমস্যাটি আমার মতোই ছিল। ল্যান্ডিং ঠিক করার পর অ্যাকশনও ঠিক হয়ে গেছে। আমার অ্যাকশন এখন অনেকটা সাইড-অন, আগের মতো চেস্ট-অন না। এই অ্যাকশনে আরও বেশি টার্ন পাব।’ কণ্ঠে আত্মবিশ্বাস থাকলেও পরীক্ষায় না উতরানো পর্যন্ত অস্বস্তি থাকবেই। কিছুদিন আগেও ছিলেন দলের অপরিহার্য অংশ। আচমকা পালাবদলে জায়গা পাননি বিশ্বকাপের প্রাথমকি দলে। হারাতে হয়েছে কেন্দ্রীয় চুক্তিও। আজমলকে অবশ্য প্রাথমিক দলে রেখেছিল পাকিস্তান। তবে অ্যাকশন যথেষ্ট শোধরাতে না পারায় দল চূড়ান্ত হওয়ার আগেই নিজে থেকে সরে দাঁড়ান। সাকলায়েন মুশতাকের পরিচর্যায় কতটা কাজ হলো আজমলের, সেটির পরীক্ষা হবে আজ।	1
পুরোদমে নেটে তামিম টুকটাক ব্যাটিং করছিলেন অস্ত্রোপচার করে দেশে ফেরার পর থেকেই। নেটে, নেটের বাইরে হালকা ‘নক’, শুধুই সামনের পায়ে। তবে কাল থেকে নেটে পুরোদমে ব্যাটিং শুরু করেছেন তামিম ইকবাল। মিরপুর শেরেবাংলা স্টেডিয়ামে কাল বোলিং মেশিনে সাধারণ সময়ের মতোই দ্রুতগতির বল খেলেছেন এই ওপেনার। নিজেই জানালেন, কোনো অস্বস্তি অনুভব করেননি ব্যাটিংয়ে। মাঠে ফেরার পথে এটি বড় এক পদক্ষেপ। তবে তামিম নিজেই জানালেন আজ তাঁর আরেকটি বড় পরীক্ষা, ‘ব্যাটিংয়ে কোনো সমস্যা হয়নি। কোনো ব্যথা বা অস্বস্তি অনুভব করিনি। তবে হাঁটুর সত্যিকার অবস্থা বোঝা যাবে আসলে স্প্রিন্ট শুরু করার পর। আগামীকাল (আজ) ১২ চক্কর দৌড়াতে হবে মাঠে, অবস্থা কিছুটা বোঝা যাবে তাতে। স্প্রিন্ট শুরু করব অস্ট্রেলিয়ায় গিয়ে।’ গত ২৯ ডিসেম্বর মেলবোর্নে হাঁটুতে অস্ত্রোপচার করা হয় তামিমের। বিশ্বকাপ খেলতে দল দেশ ছাড়বে আজ রাতে। তবে তামিম যাচ্ছেন আগামীকাল।	1
সেরে উঠছেন মালিঙ্গা অ্যাঙ্কেলের চোট ভোগাচ্ছিল অনেক দিন ধরে। গত সেপ্টেম্বরে অস্ত্রোপচারও করিয়েছেন লাসিথ মালিঙ্গা। সেরে উঠতে লম্বা সময় লাগবে জেনেও তাঁকে বিশ্বকাপ দলে রেখেছে শ্রীলঙ্কা। তবে তাদের জন্য আশার কথা হচ্ছে, বেশ দ্রুতই সেরে উঠছেন শ্রীলঙ্কান পেসার। ইদানীং নেটেও বল করছেন। দলের ম্যানেজার মাইকেল ডি জয়সা তাই আশাবাদী, বিশ্বকাপের প্রস্তুতি ম্যাচগুলো থেকেই পাওয়া যাবে মালিঙ্গাকে, ‘ও পুরো সপ্তাহটাই নেটে বল করেছে। আশা করছি, বিশ্বকাপের প্রস্তুতি ম্যাচগুলোতেই তাকে পাব আমরা। নিউজিল্যান্ডের বিপক্ষে ওয়ানডে সিরিজের শেষ দিকে খেলতে পারবে কি না, সেটা নিয়ে সংশয় আছে। আমরা মোটেও তাড়াহুড়ো করতে চাই না তাকে নিয়ে।’ শুধু মালিঙ্গার পুনর্বাসন-প্রক্রিয়ায় কাজে লাগবে বলেই নাকি সর্বাধুনিক যন্ত্র এনেছে শ্রীলঙ্কান ক্রিকেট বোর্ড। এর মধ্যে একবার অস্ট্রেলিয়ায় গিয়ে নিজের শল্যবিদের পরামর্শও নিয়ে এসেছেন শ্রীলঙ্কান পেসার। এখন শুধু পুরো ফিটনেস নিয়ে মাঠে ফেরার অপেক্ষা। ইএসপিএন।	1
ও’ব্রায়েনের সেরা চার গত বিশ্বকাপ তাঁর জন্য দারুণ মধুর এক স্মৃতি। ইংল্যান্ডের বিপক্ষে বিশ্বকাপে দ্রুততম সেঞ্চুরির (৫০ বলে) রেকর্ড গড়েছিলেন কেভিন ও’ব্রায়েন। বেঙ্গালুরুর ওই ম্যাচটা জিতে তাঁর দল আয়ারল্যান্ডও জন্ম দিয়েছিল এক নতুন বিশ্বকাপ রূপকথার। এবারও সে রকম চমকের প্রত্যাশাই করছেন আইরিশ অলরাউন্ডার। তবে শিরোপার দাবিদার সেরা চার দলকে বাছতে গিয়ে বাস্তবিক কারণেই নিজের দলকে রাখলেন না ও’ব্রায়েন। আইসিসির ওয়েবসাইটের সঙ্গে এক সাক্ষাৎকারে বলেছেন, ‘শুধু স্বাগতিক বলেই নয়, ফর্মের কারণেও অস্ট্রেলিয়াকে হারানো কঠিন হবে যেকোনো দলের জন্য। পাশাপাশি দক্ষিণ আফ্রিকা আর ভারতও দারুণ দুটি দল।’ আর চতুর্থটি? ও’ব্রায়েন বেছে নিলেন অন্য স্বাগতিক নিউজিল্যান্ডকে, ‘ওদের ফর্ম দারুণ। ব্রেন্ডন ম্যাককালামের নেতৃত্বের দলটা দারুণ আক্রমণাত্মক ক্রিকেট খেলছে। এবার নিজেদের কন্ডিশনে খেলবে ওরা। কিউইরা হতে পারে এবারের ডার্ক হর্স।’ আইসিসি-ক্রিকেট ডটকম।	1
আকমলের রোনালদো-ছাঁট ব্যাটে রান নেই। গত বছর মার্চে এশিয়া কাপের ফাইনালে শ্রীলঙ্কার বিপক্ষে ৫৯ রানের পর ৮ ইনিংসে কোনো ফিফটি পাননি উমর আকমল। ভাগ্য ফেরাতে পীরের নির্দেশে জার্সি নম্বরও বদলাতে চাইছেন পাকিস্তানি ব্যাটসম্যান। এত দিনের পছন্দ ৯৬ নম্বর বদলে বিশ্বকাপে পরতে চান ৩ নম্বর জার্সি। এর আগেই বদলে ফেলেছেন নিজের চেহারাটাও! এত দিনের চেনা উমর আকমলকে নতুন লাগছে তাঁর নতুন চুলের স্টাইলের কারণে। রিয়াল মাদ্রিদের পর্তুগিজ উইঙ্গার মাঝে চুলে যে ছাঁট দিয়েছিলেন, আকমলের চুলে এখন সেই ছাঁট। সদ্য বাবা হওয়া আকমল মেয়েকে কোলে নিয়ে নতুন চুলের ছাঁটের কয়েকটা ছবিও দিয়েছেন টুইটারে। এত কিছু বদলে যদি ফর্মটাও এবার বদলায়! পিটিআই।	1
দুই সপ্তাহের জন্য ডি ক্রুইফ কবে আসছেন কোচ? প্রশ্নটা শুনতে শুনতে বাফুফের কর্মকর্তারা একটু ত্যক্ত-বিরক্তই হয়ে গিয়েছিলেন। অবশেষে আজ আসছেন জাতীয় দলের কোচ লোডভিক ডি ক্রুইফ। বঙ্গবন্ধু গোল্ডকাপের মাত্র পাঁচ দিন আগে আজ দলের দায়িত্ব নেবেন এই ডাচ কোচ। বিমানবন্দর থেকেই সোজা চলে যাবেন বিকেএসপিতে, ফুটবল দলের আবাসিক ক্যাম্পে। ক্রুইফের সঙ্গে বাফুফের নতুন চুক্তি মাত্র দুই সপ্তাহের। বঙ্গবন্ধু গোল্ডকাপে বাংলাদেশের দৌড় শেষ হলেই আবার দেশে ফিরে যাবেন ক্রুইফ। এত দিন দলের দায়িত্ব সামলাচ্ছিলেন ভারপ্রাপ্ত কোচ সাইফুল বারী টিটু। তবে ক্রুইফ নাকি হল্যান্ডে বসেও দলের সঙ্গে সংযোগ রেখে চলছিলেন। বাফুফের অন্যতম সহসভাপতি ও জাতীয় দল কমিটির সদস্য তাবিথ আউয়াল কাল এমনই জানালেন, ‘হল্যান্ডে বসেই ক্রুইফ প্রতিপক্ষের ভিডিও ফুটেজ দেখে পরিকল্পনা সাজিয়েছেন।’ ক্রুইফকে আগের সব দেনা-পাওনা মিটিয়ে দেওয়া হয়েছে বলে দাবি করলেন তাবিথ, ‘ক্রুইফ ও তাঁর সহকারী রেনে কোস্টারের সঙ্গে আমাদের আগের যে চুক্তি ছিল সেটা এরই মধ্যে শেষ হয়েছে। ওই চুক্তি অনুযায়ী তাদের বকেয়া বেতনও হল্যান্ডে তাঁদের অ্যাকাউন্টে পাঠিয়ে দেওয়া হয়েছে।’ ক্রুইফ শুধু বঙ্গবন্ধু কাপেই কাজ করছেন। তাঁকে দীর্ঘ মেয়াদে দায়িত্ব দেওয়ার কোনো পরিকল্পনা বাফুফের নেই বলেই জানালেন বাফুফের এই তরুণ কর্মকর্তা, ‘এশিয়ান গেমস ও বিশ্বকাপ বাছাইয়ের জন্য আমরা ইউরোপিয়ান কোচ আনব। কোচের সঙ্গে পুরো কোচিং স্টাফই আনার পরিকল্পনা আমাদের। আগামী মার্চ-এপ্রিলের মধ্যেই এই কোচদের ঢাকায় আনতে পারি।’ প্রস্তুত হচ্ছে সিলেট: ২৯ জানুয়ারি বাংলাদেশ-মালয়েশিয়া ম্যাচ দিয়ে সিলেটে শুরু হচ্ছে বঙ্গবন্ধু গোল্ডকাপ। সিলেটের সব ম্যাচের টিকিট বিক্রি শুরু হবে আগামী রোববার থেকে। টিকিট পাওয়া যাবে এবি ব্যাংক ও এনআরবি ব্যাংকের সিলেট শাখায়। সিলেট স্টেডিয়ামে শেষ মুহূর্তের প্রস্তুতি চলছে বেশ জোরেশোরে। কাল ওই ভেন্যুর প্রস্তুতি, নিরাপত্তা এবং অন্য বিষয়গুলো দেখতে বাফুফের তিন কর্মকর্তা গিয়েছিলেন সিলেটে। গত আগস্টে নেপালের সঙ্গে প্রীতি ম্যাচে দর্শকেরা গেট ভেঙে ঢুকে পড়েছিল সিলেটের মাঠে। ওই বিষয়টিকে বেশ গুরুত্বের সঙ্গেই নিয়েছে এবার বাফুফে। সাধারণ সম্পাদক আবু নাইম সোহাগ জানালেন, ‘এবার খুব শক্ত করে গেট তৈরি করা হয়েছে। চারপাশে বাঁশের বেড়া দেওয়া হয়েছে। প্রধান গেটে ঢুকতে হবে কিউ দিয়ে। স্থানীয় ডিএফএ বেসরকারি নিরাপত্তা সংস্থা গ্রুপ ফোরের সহায়তা নেবে। আশা করি, এবার তেমন সমস্যা হবে না।’ ঢাকার অনুশীলন ভেন্যু বদল: বিদেশি দলগুলোর ঢাকায় অনুশীলনের জন্য প্রাথমিকভাবে বুয়েট ও পুলিশ লাইন মাঠ চাওয়া হয়েছিল বাফুফের পক্ষ থেকে। কিন্তু সমাবর্তনের জন্য বুয়েট মাঠ পাওয়া যাবে না, একইভাবে জাতীয় পুলিশ সপ্তাহের জন্য পাওয়া যাবে না রাজারবাগ পুলিশ লাইন মাঠ। এ জন্য বিকল্প হিসেবে দলগুলোকে বাফুফের অ্যাস্ট্রো টার্ফের পাশাপাশি সেনাবাহিনী, নৌবাহিনী ও সামরিক জাদুঘর মাঠে অনুশীলনের পরিকল্পনা করেছে বাফুফে।	1
বাংলাদেশ সফরে পাকিস্তানের শর্ত ২টি টেস্ট, ৩টি ওয়ানডে এবং ১টি টি-টোয়েন্টি ম্যাচ খেলার জন্য আগামী এপ্রিল-মে মাসে পাকিস্তান ক্রিকেট দলের বাংলাদেশ সফর করার কথা। কিন্তু সেই সফরের জন্য একাধিক শর্ত জুড়ে দিয়েছে পাকিস্তান ক্রিকেট বোর্ড (পিসিবি)। সিরিজ থেকে প্রাপ্ত আয়ের ৫০ শতাংশ দিতে হবে পিসিবিকে। পাশাপাশি অনূর্ধ্ব-১৯ ক্রিকেট দলের সফর বিনিময়েও রাজি হতে হবে। এসব শর্তে বাংলাদেশ ক্রিকেট বোর্ড (বিসিবি) রাজি হলেই তবে সফরে আসবে পাকিস্তান। বিসিবির রাজি হওয়ার ব্যাপারটিও মুখে মুখে নয়, হতে হবে লিখিত চুক্তি আকারে! ২০১১ সালের পর দুই দেশের পূর্ণাঙ্গ দ্বিপক্ষীয় সিরিজ হয়নি। পাকিস্তানের নতুন শর্ত দেওয়ার পর এবার দ্বিপক্ষীয় সিরিজটি হয় কি না এটাই দেখার। ক্রিকইনফো।	1
ড্রেসিংরুমে... ধূমপান শুধু স্বাস্থ্যের ক্ষতি করে না, পকেটের টাকাও খসায়! ফিলিস্তিন-জর্ডানের খেলোয়াড়দের জিজ্ঞাসা করুন—মান-সম্মান যাওয়ার কথাও বলবেন তাঁরা। দুটি দেশেই ধূমপানবিরোধী কড়া আইন। অথচ তারাই কিনা বিদেশবিভুঁইয়ে এসে ধূমপান করলেন স্টেডিয়ামের ড্রেসিংরুমে! গত শুক্রবার ম্যাচ শেষে দুই দলের খেলোয়াড়েরা মেতেছিলেন নিষিদ্ধ এই উৎসবে। ম্যাচে জর্ডান ৫-১ গোলে হারায় ফিলিস্তিনকে। ‘ডি’ গ্রুপের তলানিতে থেকে শেষ আটের আগেই বিদায় নিয়েছে দুই দল। তবে নিষিদ্ধ-কাণ্ডের জন্য আছে আলোচনায়। টুর্নামেন্টের আইন ভাঙার জন্য দুই দলের প্রত্যেককেই এক হাজার মার্কিন ডলার জরিমানা করা হয়েছে। দেশে ফিরে না জানি কী শাস্তির মুখোমুখি হতে হয় তাঁদের! এএফপি, ইয়াহু নিউজ।	1
রিবেরির রাগ! কে হায়, হৃদয় খুঁড়ে বেদনা জাগাতে ভালোবাসে? ফ্রাঙ্ক রিবেরি বড় আশা করেছিলেন, ২০১৩ সালের ব্যালন ডি’অর হয়তো তাঁর হাতে উঠবে। চ্যাম্পিয়নস লিগ, বুন্দেসলিগা থেকে সম্ভাব্য সবকিছুই জিতেছিলেন বায়ার্ন মিডফিল্ডার। অথচ পুরস্কারটা ছোঁ মেরে নিয়ে গেলেন ক্রিস্টিয়ানো রোনালদো। রাগ চেপে না রেখে প্রকাশ্যেই বলেছিলেন, ব্যালন ডি’অর একটা রাজনৈতিক তামাশা ছাড়া আর কিছু নয়। রিবেরির পর দৃশ্যপটে বায়ার্ন-সতীর্থ ম্যানুয়েল নয়্যার, আবারও ওই রোনালদোই ‘আততায়ী’। রেগেমেগে এবার রিবেরি বলেই ফেলেছেন, ‘এখানে জিততে হলে কী করতে হবে সেটা কেউ বলতে পারবে না। এমনকি বিশ্বকাপও যথেষ্ট নয়। এরপর যদি বায়ার্নের কোনো খেলোয়াড় আবার এটা পায়, পুরস্কার বিতরণীতে যাওয়ার ব্যাপারটাই আমাদের বিবেচনা করা উচিত। এটা আসলে রাজনীতি ছাড়া কিছু নয়।’ এএফপি।	1
শিকার স্কলারি মাথায় বন্দুক ঠেকিয়ে ক্রীড়া তারকাদের সবকিছু কেড়ে নেওয়া ব্রাজিলে একরকম নৈমিত্তিক ঘটনা। নতুন করে কে এর শিকার হলো সেটাই বরং লাতিন দেশটিতে কৌতূহলের বিষয়! এবার ‘ডাকাতি’র শিকার ব্রাজিলের জাতীয় ফুটবল দলের সাবেক কোচ লুই ফেলিপে স্কলারি। না, বন্দুকের নলের দেখা পাননি তিনি, তবে রাস্তায় পার্ক করা গাড়ি থেকে খুইয়েছেন ক্রেডিট কার্ড এবং চেকবই। গত মঙ্গলবারের ঘটনা। পোর্তো আলেগ্রের নভো হামবুর্গোয় গাড়ি পার্ক করিয়ে এক দোকানে গিয়েছিলেন। এসে দেখেন গাড়ির কাচ ভাঙা। ক্রেডিট কার্ড, ব্যাংকের চেকবই গায়েব। এ নিয়ে পুলিশের কাছে রিপোর্ট করলে খবরে আসেন গত বছর গ্রেমিওতে যোগ দেওয়া স্কলারি। মাঠেও সময়টা ভালো যাচ্ছে না তাঁর। লিগে সপ্তম অবস্থান থাকায় কোপা লিবার্তাদোরেসে খেলতে পারবে না গ্রেমিও। এএফপি, ইয়াহু নিউজ।	1
কাণ্ড! ২০০২ আফ্রিকান নেশনস কাপে মালির বিপক্ষে সেমিফাইনালে দাঙ্গা পুলিশ গ্রেপ্তার করেছিল ক্যামেরুনের সহকারী কোচ টমাস এনকোনোকে। অপরাধ, ফলাফল প্রভাবিত করতে মাঠ খুঁড়ে জাদুটোনা করেছিলেন!	1
এবার পঞ্চম হওয়ার লড়াই ওমানের কাছে হারের পর খেলোয়াড়দের সঙ্গে ঘণ্টা খানেক রুদ্ধদ্বার বৈঠক করেছেন কোচ গোবিনাথান কৃষ্ণমূর্তি। হারের ম্যাচের ভিডিও নিয়ে কাটাছেঁড়া হলো অনেক। তবে পেছনের হতাশা ভুলে গিয়ে খেলোয়াড়দের নতুন করে উজ্জীবিত করেছেন মালয়েশিয়ান কোচ। এতে কাজ হয়েছে ভালোই। কাল সিঙ্গাপুরে বিশ্ব হকি লিগের দ্বিতীয় রাউন্ডে স্বাগতিকদের ৩-০ গোলে হারিয়েছে বাংলাদেশ। র্যাঙ্কিংয়ে বাংলাদেশের (৩০) চেয়ে ৮ ধাপ পেছনে থাকা সিঙ্গাপুরের (৩৮) সঙ্গে প্রত্যাশিত জয়ই পেয়েছে জিমিরা (৩০)। আগের ম্যাচের মতো কালও প্রথম গোলটি করেন ফরহাদ আহমেদ শিতুল। ম্যাচ তখন মাত্রই ১৩ মিনিট গড়িয়েছে। এরপর ২৯ মিনিটে নিলয়ের স্টিক থেকে ব্যবধান দ্বিগুণ হয় বাংলাদেশের। ৩৪ মিনিটে তৃতীয় গোলটি করেন কৌশিক। কালকের ম্যাচে হলুদ কার্ডের ছড়াছড়ি ছিল না। তবে গ্রিন কার্ড দেখেছেন জিমি, কৌশিক ও মিমো। প্রথম দুই কোয়ার্টার দুর্দান্ত খেলা বাংলাদেশ অবশ্য শেষ দুই কোয়ার্টারে বেশ কয়েকটি গোলের সুযোগ নষ্ট করেছে। দিনের অন্য ম্যাচে ইউক্রেন ৪-২ গোলে হারিয়েছে মেক্সিকোকে। এই জয়ের ফলে আগামীকাল পঞ্চম হওয়ার লড়াইয়ে বাংলাদেশ মুখোমুখি হবে ইউক্রেনের। কিন্তু ইউরোপের এই দলটির সঙ্গে লড়াইটা তত সহজ হবে না বাংলাদেশের। টুর্নামেন্ট শুরুর আগে এই দলটির সঙ্গেই শেষ প্রস্তুতি ম্যাচে ২-১ গোলে হেরেছিল বাংলাদেশ। অন্তত ড্র নিয়ে ওই দিন মাঠ ছাড়তেই পারত খেলোয়াড়েরা। কিন্তু ম্যাচের ৩০ সেকেন্ড আগে গোল খেয়ে বসে বাংলাদেশ।	1
